Vendor,Model,Year,Version,Front Size Designation,Front Load Speed Index,Rear Size Designation,Rear Load Speed Index
MASERATI,Grecale Modena,2022 - ,2.0 L 330,255/45 R 20,105W,255/45 R 20,105W
MASERATI,Grecale Modena,2022 - ,2.0 L 330,255/45 R 20,105V,295/40 R 20,106V
MASERATI,Grecale Modena,2022 - ,2.0 L 330,255/40 R 21,102W,255/40 R 21,102W
MASERATI,Grecale Modena,2022 - ,2.0 L 330,255/40 R 21,102V,295/35 R 21,107V
MASERATI,Grecale Modena,2022 - ,2.0 L 330,235/55 R 19,105V,235/55 R 19,105V
BENTLEY,Continental R,1991 - 2003,6.75 V8 Turbo 389,285/45 R 18,107W,285/45 R 18,107W
BENTLEY,Continental R,1991 - 2003,6.75 V8 Turbo 389,255/50 R 18,102Y,255/50 R 18,102Y
BENTLEY,Continental R,1991 - 2003,6.75 V8 Turbo 389,255/55 R 17,102W,255/55 R 17,102W
DAIHATSU,Materia,2007 - 2013,1.3 L 91,175/65 R 14,082T,175/65 R 14,082T
DAIHATSU,Materia,2007 - 2013,1.3 L 91,185/55 R 15,081V,185/55 R 15,081V
CHRYSLER,Grand Voyager 4x4,1996 - 2007,3.8 V6 178,215/65 R 16,098T,215/65 R 16,098T
DAIHATSU,Materia,2007 - 2013,1.5 T 150,185/55 R 15,081V,185/55 R 15,081V
BENTLEY,Continental R,1991 - 2003,6.75 V8 Turbo 407,255/55 R 17,102W,255/55 R 17,102W
BENTLEY,Continental R,1991 - 2003,6.75 V8 Turbo 407,285/45 R 18,103Y,285/45 R 18,103Y
BENTLEY,Continental R,1991 - 2003,6.75 V8 Turbo 407,255/50 R 18,102Y,255/50 R 18,102Y
CHRYSLER,Grand Voyager 4x4,1996 - 2007,2.5 TD 115,215/65 R 15,096T,215/65 R 15,096T
DAIHATSU,Materia,2007 - 2013,1.5 L 103,175/65 R 14,082T,175/65 R 14,082T
DAIHATSU,Materia,2007 - 2013,1.5 L 103,185/55 R 15,081V,185/55 R 15,081V
ALPINA,B 8 (G16),2022 - ,4.4 V8 622,245/35 R 21,096ZR(Y),285/30 R 21,100ZR(Y)
ALPINA,B 8 (G16),2022 - ,4.4 V8 622,275/35 R 20,102W,275/35 R 20,102W
ALPINA,B 8 (G16),2022 - ,4.4 V8 622,245/40 R 20,099W,245/40 R 20,099W
ASTON MARTIN,DBS Superleggera Volante Volcanic,2019 - ,5.2 V12 715,265/35 R 21,101ZR(Y),305/30 R 21,104ZR(Y)
ASTON MARTIN,DBS Superleggera Volante Volcanic,2019 - ,5.2 V12 715,265/35 R 21,101Y,305/30 R 21,104Y
CHRYSLER,Grand Voyager 4x4,1992 - 1995,2.5 TD 115,205/70 R 15,095T,205/70 R 15,095T
ALPINA,B 4 S Biturbo Cabrio (F30),2017 - 2019,3.0 biturbo 452,245/30 R 20,090ZR(Y),265/30 R 20,094ZR(Y)
MASERATI,GranCabrio,2008 - 2019,4.7 V8 450,245/35 R 20,000ZR,285/35 R 20,000ZR
MASERATI,GranCabrio,2008 - 2019,4.7 V8 450,245/40 R 19,000ZR,285/40 R 19,000ZR
ASTON MARTIN,Vanquish S,2012 - 2018,6.0 V12 604,245/35 R 20,095W,295/30 R 20,101W
ASTON MARTIN,Vanquish S,2012 - 2018,6.0 V12 604,265/35 R 21,101Y,305/30 R 21,104Y
ASTON MARTIN,Vanquish S,2012 - 2018,6.0 V12 604,255/35 R 20,097ZR(Y),305/30 R 20,103ZR(Y)
ALPINA,B 4 S Biturbo Cabrio (F30),2017 - 2019,3.0 biturbo 441,245/30 R 20,090ZR(Y),265/30 R 20,094ZR(Y)
MASERATI,GranCabrio,2008 - 2019,4.7 V8 440,245/35 R 20,000ZR,285/35 R 20,000ZR
MASERATI,GranCabrio,2008 - 2019,4.7 V8 440,245/40 R 19,000ZR,285/40 R 19,000ZR
BENTLEY,Brooklands Coupé,2008 - 2012,6.75 V8 Bi-Turbo 530,245/45 R 19,102V,245/45 R 19,102V
BENTLEY,Brooklands Coupé,2008 - 2012,6.75 V8 Bi-Turbo 530,235/50 R 18,101H,235/50 R 18,101H
BENTLEY,Brooklands Coupé,2008 - 2012,6.75 V8 Bi-Turbo 530,255/40 R 20,000ZR,255/40 R 20,000ZR
CHRYSLER,Grand Voyager 4x4,1992 - 1995,3.0 V6,205/70 R 15,095T,205/70 R 15,095T
IVECO,eDaily,2022 - ,Electric 190,235/65 R 16,115Q,235/65 R 16,115Q
BENTLEY,Mulsanne,2009 - 2020,6.8 V8 513,265/40 R 21,105Y,265/40 R 21,105Y
BENTLEY,Mulsanne,2009 - 2020,6.8 V8 513,265/45 R 20,108Y,265/45 R 20,108Y
TVR,Tamora,2002 - 2007,3.6 L 352,225/50 R 16,092W,225/50 R 16,092W
TVR,Tamora,2002 - 2007,3.6 L 352,225/35 R 18,087ZR(Y),235/40 R 18,095ZR(Y)
CHRYSLER,Sebring Cabrio,1996 - 2001,2.5 L 163,195/60 R 15,088H,195/60 R 15,088H
CHRYSLER,Sebring Cabrio,1996 - 2001,2.5 L 163,215/55 R 16,093H,215/55 R 16,093H
SKODA,Octavia,2004 - 2013,1.9 TDi 90,195/65 R 15,091V,195/65 R 15,091V
CHRYSLER,Sebring Cabrio,1996 - 2001,2.0 L 130,195/60 R 15,088H,195/60 R 15,088H
CHRYSLER,Sebring Cabrio,1996 - 2001,2.0 L 130,215/55 R 16,093H,215/55 R 16,093H
ALPINA,B 4 S Biturbo Coupé (F30),2017 - 2019,3.0 biturbo 452,245/30 R 20,090ZR(Y),265/30 R 20,094ZR(Y)
BENTLEY,Mulsanne Speed,2015 - 2020,6.8 V8 537,265/40 R 21,105ZR(Y),265/40 R 21,105ZR(Y)
SKODA,Octavia,2004 - 2013,1.4 TSI 122,195/65 R 15,091H,195/65 R 15,091H
SKODA,Octavia,2004 - 2013,1.4 TSI 122,205/50 R 17,093H,205/50 R 17,093H
SKODA,Octavia,2004 - 2013,1.4 TSI 122,205/60 R 15,091H,205/60 R 15,091H
SKODA,Octavia,2004 - 2013,1.4 TSI 122,205/55 R 16,091H,205/55 R 16,091H
SKODA,Octavia,2004 - 2013,1.4 TSI 122,225/45 R 17,091W,225/45 R 17,091W
IVECO,35S13V,2014 - ,2.3 D 126,225/65 R 16,112R,225/65 R 16,112R
IVECO,35S13V,2014 - ,2.3 D 126,235/65 R 16,115R,235/65 R 16,115R
IVECO,35S13V,2014 - ,2.3 D 126,215/65 R 16,109R,215/65 R 16,109R
ALPINA,B 4 S Biturbo Coupé (F30),2017 - 2019,3.0 biturbo 441,245/30 R 20,090ZR(Y),265/30 R 20,094ZR(Y)
SKODA,Octavia,2004 - 2013,1.4 L 75,195/65 R 15,091V,195/65 R 15,091V
SKODA,Octavia,2004 - 2013,1.6 GPL 102,205/50 R 17,093H,205/50 R 17,093H
SKODA,Octavia,2004 - 2013,1.6 GPL 102,195/65 R 15,091H,195/65 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 GPL 102,205/55 R 16,091H,205/55 R 16,091H
SKODA,Octavia,2004 - 2013,1.6 GPL 102,205/60 R 15,091H,205/60 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 GPL 102,225/45 R 17,091W,225/45 R 17,091W
ASTON MARTIN,V8 Vantage,2005 - 2017,4.0 V8 510,255/40 R 20,101ZR(Y),295/35 R 20,105ZR(Y)
SKODA,Octavia,2004 - 2013,1.6 TSI 115,205/60 R 15,091H,205/60 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 TSI 115,195/65 R 15,091H,195/65 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 TSI 115,205/55 R 16,091H,205/55 R 16,091H
SKODA,Octavia,2004 - 2013,1.6 TSI 115,205/50 R 17,093H,205/50 R 17,093H
SKODA,Octavia,2004 - 2013,1.6 TSI 115,225/45 R 17,091W,225/45 R 17,091W
LADA,Priora Coupé,2007 - 2018,1.6 L 106,175/65 R 14,082H,175/65 R 14,082H
LADA,Priora Coupé,2007 - 2018,1.6 L 106,185/65 R 14,086H,185/65 R 14,086H
LADA,Priora Coupé,2007 - 2018,1.6 L 106,185/60 R 14,082H,185/60 R 14,082H
TVR,Cerbera,1994 - 2004,4.0 V8 355,225/50 R 16,092W,225/50 R 16,092W
ASTON MARTIN,V8 Vantage,2005 - 2017,4.3 V8 385,235/40 R 19,092ZR(Y),275/35 R 19,096ZR(Y)
ASTON MARTIN,V8 Vantage,2005 - 2017,4.3 V8 385,235/40 R 19,092Y,275/35 R 19,096Y
ASTON MARTIN,V8 Vantage,2005 - 2017,4.3 V8 385,235/45 R 18,094Y,275/40 R 18,099Y
ASTON MARTIN,V8 Vantage,2005 - 2017,4.3 V8 385,245/40 R 19,098Y,285/35 R 19,103Y
SKODA,Octavia,2004 - 2013,1.9 TDi 105,205/60 R 15,091H,205/60 R 15,091H
SKODA,Octavia,2004 - 2013,1.9 TDi 105,195/65 R 15,091H,195/65 R 15,091H
SKODA,Octavia,2004 - 2013,1.9 TDi 105,205/55 R 16,091H,205/55 R 16,091H
SKODA,Octavia,2004 - 2013,1.9 TDi 105,205/50 R 17,093H,205/50 R 17,093H
SKODA,Octavia,2004 - 2013,1.9 TDi 105,225/45 R 17,091W,225/45 R 17,091W
TVR,Cerbera,1994 - 2004,4.5 V8 426,225/35 R 18,087Y,255/35 R 18,094Y
TVR,Cerbera,1994 - 2004,4.5 V8 426,235/40 R 17,090Y,255/40 R 17,094Y
LADA,Priora Coupé,2007 - 2018,1.6 L 98,185/60 R 14,082H,185/60 R 14,082H
LADA,Priora Coupé,2007 - 2018,1.6 L 98,185/65 R 14,086H,185/65 R 14,086H
LADA,Priora Coupé,2007 - 2018,1.6 L 98,175/65 R 14,082H,175/65 R 14,082H
ASTON MARTIN,V8 Vantage,2005 - 2017,4.7 V8 426,235/40 R 19,092ZR(Y),275/35 R 19,096ZR(Y)
ASTON MARTIN,V8 Vantage,2005 - 2017,4.7 V8 426,245/40 R 19,098ZR(Y),285/35 R 19,103ZR(Y)
ASTON MARTIN,V8 Vantage,2005 - 2017,4.7 V8 426,225/45 R 18,095V,255/40 R 18,095V
ASTON MARTIN,V8 Vantage,2005 - 2017,4.7 V8 426,235/40 R 19,096W,275/35 R 19,100W
MERCEDES-AMG,GT S Roadster,2014 - 2021,4.0 V8 522,255/35 R 19,096V,255/35 R 19,096V
MERCEDES-AMG,GT S Roadster,2014 - 2021,4.0 V8 522,265/35 R 19,098ZR(Y),295/30 R 20,101ZR(Y)
TVR,Cerbera,1994 - 2004,4.2 V8 365,225/45 R 16,089Y,245/45 R 16,094Y
DAIHATSU,Terios II,2006 - 2013,1.5 L 105,215/65 R 16,098S,215/65 R 16,098S
DAIHATSU,Terios II,2006 - 2013,1.5 L 105,235/60 R 16,100H,235/60 R 16,100H
SKODA,Octavia,2004 - 2013,2.0 L 115,195/65 R 15,091V,195/65 R 15,091V
BENTLEY,Flying Spur,2020 - ,6.0 W12 635,265/40 R 21,105ZR(Y),305/35 R 21,109ZR(Y)
BENTLEY,Flying Spur,2020 - ,6.0 W12 635,265/45 R 20,108ZR(Y),295/40 R 20,110ZR(Y)
ALPINA,B 5 Biturbo Touring (G31),2016 - ,4.4 V8 biturbo 608,255/30 R 20,097W,285/30 R 20,099W
ALPINA,B 5 Biturbo Touring (G31),2016 - ,4.4 V8 biturbo 608,255/35 R 20,097ZR(Y),285/30 R 20,099ZR(Y)
CHRYSLER,Sebring Cabrio,2001 - 2005,2.7 V6 203,205/65 R 15,094V,205/65 R 15,094V
CHRYSLER,Sebring Cabrio,2001 - 2005,2.7 V6 203,205/60 R 16,094V,205/60 R 16,094V
ALPINA,B 5 Biturbo Touring (G31),2016 - ,4.4 V8 biturbo 600,255/35 R 20,097ZR(Y),295/30 R 20,101ZR(Y)
CHRYSLER,Sebring Cabrio,2001 - 2005,2.0 V6 141,205/65 R 15,094V,205/65 R 15,094V
CHRYSLER,Sebring Cabrio,2001 - 2005,2.0 V6 141,205/60 R 16,092V,205/60 R 16,092V
CHRYSLER,Sebring Cabrio,2001 - 2005,2.0 V6 141,185/65 R 15,092H,185/65 R 15,092H
BENTLEY,Flying Spur,2013 - 2020,4.0 V8 507,275/40 R 20,106ZR(Y),275/40 R 20,106ZR(Y)
BENTLEY,Flying Spur,2013 - 2020,4.0 V8 507,275/35 R 21,103ZR(Y),275/35 R 21,103ZR(Y)
BENTLEY,Flying Spur,2013 - 2020,4.0 V8 507,275/40 R 20,106W,275/40 R 20,106W
BENTLEY,Flying Spur,2013 - 2020,4.0 V8 507,275/35 R 21,103W,275/35 R 21,103W
BENTLEY,Flying Spur,2013 - 2020,4.0 V8 507,275/45 R 19,108ZR(Y),275/45 R 19,108ZR(Y)
ASTON MARTIN,One 77,2010 - 2012,7.3 V8 760,255/35 R 20,097ZR(Y),335/30 R 20,104ZR(Y)
ASTON MARTIN,One 77,2010 - 2012,7.3 V8 760,255/35 R 20,097Y,335/30 R 20,104Y
MERCEDES-AMG,SLK 55,2011 - 2015,5.5 V8 421,235/40 R 18,095Y,255/35 R 18,094Y
MERCEDES-AMG,SLK 55,2011 - 2015,5.5 V8 421,235/40 R 18,095V,235/40 R 18,095V
SKODA,Octavia,2004 - 2013,1.6 16V 102,195/65 R 15,091V,195/65 R 15,091V
CHRYSLER,Sebring Cabrio,2007 - 2011,2.0 CRD 140,215/60 R 17,096H,215/60 R 17,096H
CHRYSLER,Sebring Cabrio,2007 - 2011,2.0 CRD 140,215/55 R 18,095H,215/55 R 18,095H
CHRYSLER,Sebring Cabrio,2007 - 2011,2.7 V6 186,215/60 R 17,096H,215/60 R 17,096H
CHRYSLER,Sebring Cabrio,2007 - 2011,2.7 V6 186,215/55 R 18,095H,215/55 R 18,095H
ASTON MARTIN,V12 Vantage,2010 - 2012,5.9 V12 517,255/35 R 19,096ZR(Y),295/30 R 19,100ZR(Y)
DAIHATSU,Move,1994 - 2002,1.0 L 55,155/65 R 13,073S,155/65 R 13,073S
DAIHATSU,Move,1994 - 2002,1.0 L 55,145/65 R 13,073S,145/65 R 13,073S
IVECO,29L14,2000 - 2006,2.3 D 136,215/65 R 16,109R,215/65 R 16,109R
IVECO,29L14,2000 - 2006,2.3 D 136,225/65 R 16,112R,225/65 R 16,112R
DAIHATSU,Move,1994 - 2002,0.8 L 42,145/65 R 13,073S,145/65 R 13,073S
BENTLEY,Flying Spur,2013 - 2020,6.0 W12 626,275/40 R 20,106W,275/40 R 20,106W
BENTLEY,Flying Spur,2013 - 2020,6.0 W12 626,275/40 R 20,106ZR(Y),275/40 R 20,106ZR(Y)
BENTLEY,Flying Spur,2013 - 2020,6.0 W12 626,275/35 R 21,103W,275/35 R 21,103W
BENTLEY,Flying Spur,2013 - 2020,6.0 W12 626,275/45 R 19,108ZR(Y),275/45 R 19,108ZR(Y)
BENTLEY,Flying Spur,2013 - 2020,6.0 W12 626,275/35 R 21,103ZR(Y),275/35 R 21,103ZR(Y)
MERCEDES-AMG,SLK 55,2004 - 2011,5.4 V8 360,225/40 R 18,092Y,245/35 R 18,092Y
MERCEDES-AMG,SLK 55,2004 - 2011,5.4 V8 360,225/40 R 18,092H,225/40 R 18,092H
MERCEDES-AMG,SLK 55,2004 - 2011,5.4 V8 360,225/45 R 17,091H,225/45 R 17,091H
CHRYSLER,Stratus Cabrio,1996 - 2001,2.0 L 130,195/60 R 15,088H,195/60 R 15,088H
CHRYSLER,Stratus Cabrio,1996 - 2001,2.0 L 130,215/55 R 16,093H,215/55 R 16,093H
TVR,Tuscan,1999 - 2007,3.6 L 352,235/35 R 18,090ZR(Y),245/40 R 18,097ZR(Y)
CHRYSLER,Stratus Cabrio,1996 - 2001,2.5 L 163,195/60 R 15,088H,195/60 R 15,088H
CHRYSLER,Stratus Cabrio,1996 - 2001,2.5 L 163,215/55 R 16,093H,215/55 R 16,093H
DAIHATSU,Charade,2007 - 2013,1.3 VVTI 100,185/60 R 15,084H,185/60 R 15,084H
MERCEDES-AMG,CLA 35 4Matic Shooting Brake,2019 - ,2.0 T 306,245/35 R 19,093ZR(Y),245/35 R 19,093ZR(Y)
MERCEDES-AMG,CLA 35 4Matic Shooting Brake,2019 - ,2.0 T 306,235/40 R 18,095V,235/40 R 18,095V
MERCEDES-AMG,CLA 35 4Matic Shooting Brake,2019 - ,2.0 T 306,225/45 R 18,095V,225/45 R 18,095V
MERCEDES-AMG,CLA 35 4Matic Shooting Brake,2019 - ,2.0 T 306,235/40 R 18,095Y,235/40 R 18,095Y
LADA,110,1995 - 2007,1.4 L 90,175/65 R 14,082H,175/65 R 14,082H
DAIHATSU,Charade,2007 - 2013,1.0 L 69,155/65 R 14,075S,155/65 R 14,075S
DAIHATSU,Charade,2007 - 2013,1.0 L 69,145/80 R 13,075S,145/80 R 13,075S
DAIHATSU,Charade,2007 - 2013,1.0 L 69,165/55 R 15,075V,165/55 R 15,075V
ASTON MARTIN,V12 Vantage,2022 - ,5.2 L V12 700,265/35 R 21,101W,305/30 R 21,104W
ASTON MARTIN,V12 Vantage,2022 - ,5.2 L V12 700,275/35 R 21,103ZR(Y),315/30 R 21,105ZR(Y)
ALPINA,B 3 (E36),1993 - 1999,3.2 L 265,235/40 R 17,000ZR,235/40 R 17,000ZR
ALPINA,B 3 (E36),1993 - 1999,3.2 L 265,265/40 R 17,000ZR,265/35 R 17,000ZR
ALPINA,B 3 (E36),1993 - 1999,3.2 L 265,235/45 R 17,093H,235/45 R 17,093H
CHRYSLER,PT Cruiser Cabrio,2004 - 2010,2.4 Turbo 223,205/55 R 16,091H,205/55 R 16,091H
CHRYSLER,PT Cruiser Cabrio,2004 - 2010,2.4 Turbo 223,205/50 R 17,093W,205/50 R 17,093W
ALPINA,B 3 (E36),1993 - 1999,3.0 L 250,235/40 R 17,000ZR,235/40 R 17,000ZR
ALPINA,B 3 (E36),1993 - 1999,3.0 L 250,215/45 R 17,087H,215/45 R 17,087H
ALPINA,B 3 (E36),1993 - 1999,3.0 L 250,235/40 R 17,000ZR,265/35 R 17,000ZR
IVECO,35S14N,2014 - ,3.0 Bi-Fuel 136,225/65 R 16,112R,225/65 R 16,112R
LADA,110,1995 - 2009,1.6 L 80,175/70 R 13,080T,175/70 R 13,080T
CHRYSLER,PT Cruiser Cabrio,2004 - 2010,2.4 L 143,205/55 R 16,091H,205/55 R 16,091H
CHRYSLER,PT Cruiser Cabrio,2004 - 2010,2.4 L 143,195/65 R 15,091H,195/65 R 15,091H
ALPINA,B 3 Touring (E30),1987 - 1992,2.7 L 204,205/50 R 16,000ZR,225/45 R 16,000ZR
ALPINA,B 3 Touring (E30),1987 - 1992,2.7 L 204,205/50 R 16,087H,205/50 R 16,087H
DAIHATSU,Charade,1993 - 2000,1.6 L 105,175/60 R 14,078H,175/60 R 14,078H
ASTON MARTIN,Lagonda Taraf,2015 - 2016,6.0 V12 548,245/40 R 20,095W,295/35 R 20,105W
ASTON MARTIN,Lagonda Taraf,2015 - 2016,6.0 V12 548,245/40 R 20,095Y,295/35 R 20,105ZR(Y)
MERCEDES-AMG,E 63 4Matic station wagon,2009 - 2016,5.5 V8 558,255/35 R 19,096ZR(Y),285/30 R 19,098ZR(Y)
MERCEDES-AMG,E 63 4Matic station wagon,2009 - 2016,5.5 V8 558,255/35 R 19,096V,255/35 R 19,096V
DAIHATSU,Charade,1993 - 2000,1.3 L 60,165/65 R 14,079H,165/65 R 14,079H
DAIHATSU,Charade,1993 - 2000,1.3 L 60,155/80 R 13,079T,155/80 R 13,079T
DAIHATSU,Charade,1993 - 2000,1.3 L 60,175/60 R 14,078H,175/60 R 14,078H
DAIHATSU,Charade,1993 - 2000,1.3 L 60,165/70 R 13,079T,165/70 R 13,079T
SKODA,Octavia,2004 - 2013,2.0 TDI 140,205/55 R 16,091V,205/55 R 16,091V
SKODA,Octavia,2004 - 2013,2.0 TDI 140,205/50 R 17,093V,205/50 R 17,093V
SKODA,Octavia,2004 - 2013,2.0 TDI 140,205/60 R 15,091V,205/60 R 15,091V
SKODA,Octavia,2004 - 2013,2.0 TDI 140,195/65 R 15,091V,195/65 R 15,091V
SKODA,Octavia,2004 - 2013,2.0 TDI 140,225/45 R 17,091W,225/45 R 17,091W
TVR,Chimaera 450,1997 - 2004,4.5 V8 288,205/55 R 15,000ZR,225/50 R 16,000ZR
ALPINA,B 10 4X4,1993 - 1996,3.0 L 231,235/45 R 17,000ZR,235/45 R 17,000ZR
ALPINA,B 10 4X4,1993 - 1996,3.0 L 231,225/55 R 16,095H,225/55 R 16,095H
ALPINA,B 10 4X4,1993 - 1996,3.0 L 231,235/45 R 17,093Y,235/45 R 17,093Y
SKODA,Octavia,2004 - 2013,1.8 T 150,195/65 R 15,091V,195/65 R 15,091V
SKODA,Octavia,2004 - 2013,1.8 T 150,205/55 R 16,091W,205/55 R 16,091W
BENTLEY,Flying Spur,2022 - ,3.0 V6 Hybrid 536,275/35 R 22,104ZR(Y),315/30 R 22,107ZR(Y)
BENTLEY,Flying Spur,2022 - ,3.0 V6 Hybrid 536,265/45 R 20,108ZR(Y),295/40 R 20,110ZR(Y)
BENTLEY,Flying Spur,2022 - ,3.0 V6 Hybrid 536,265/40 R 21,105ZR(Y),305/35 R 21,109ZR(Y)
IVECO,35S15V,2014 - ,2.3 D 146,215/65 R 16,109R,215/65 R 16,109R
IVECO,35S15V,2014 - ,2.3 D 146,235/65 R 16,115R,235/65 R 16,115R
IVECO,35S15V,2014 - ,2.3 D 146,225/65 R 16,112R,225/65 R 16,112R
LADA,Niva,1988 - ,1.9 D 64,175/80 R 16,090Q,175/80 R 16,090Q
SKODA,Octavia,2004 - 2013,1.6 TDI 105,205/60 R 15,091H,205/60 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 TDI 105,195/65 R 15,091H,195/65 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 TDI 105,205/55 R 16,091H,205/55 R 16,091H
SKODA,Octavia,2004 - 2013,1.6 TDI 105,205/50 R 17,093H,205/50 R 17,093H
SKODA,Octavia,2004 - 2013,1.6 TDI 105,225/45 R 17,091W,225/45 R 17,091W
ASTON MARTIN,DB11 New Heritage,2016 - ,4.0 V8 510,255/35 R 21,098Y,295/30 R 21,102Y
ASTON MARTIN,DB11 New Heritage,2016 - ,4.0 V8 510,255/40 R 20,101ZR(Y),295/35 R 20,105ZR(Y)
TVR,Tuscan S,1999 - 2007,4.0 L 390,235/35 R 18,090ZR(Y),245/40 R 18,097ZR(Y)
SKODA,Octavia,2004 - 2013,1.6 L 102,205/60 R 15,091H,205/60 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 L 102,195/65 R 15,091H,195/65 R 15,091H
SKODA,Octavia,2004 - 2013,1.6 L 102,205/55 R 16,091H,205/55 R 16,091H
SKODA,Octavia,2004 - 2013,1.6 L 102,225/45 R 17,091W,225/45 R 17,091W
SKODA,Octavia,2004 - 2013,1.6 L 102,205/50 R 17,093H,205/50 R 17,093H
CHRYSLER,300S,2011 - ,3.6 V6 292,145/80 R 18,099M,145/80 R 18,099M
CHRYSLER,300S,2011 - ,3.6 V6 292,245/45 R 20,099Y,245/45 R 20,099Y
SKODA,Octavia,2004 - 2013,1.8 TSI 160,205/55 R 16,091V,205/55 R 16,091V
SKODA,Octavia,2004 - 2013,1.8 TSI 160,205/50 R 17,093V,205/50 R 17,093V
SKODA,Octavia,2004 - 2013,1.8 TSI 160,205/60 R 15,091V,205/60 R 15,091V
SKODA,Octavia,2004 - 2013,1.8 TSI 160,195/65 R 15,091V,195/65 R 15,091V
SKODA,Octavia,2004 - 2013,1.8 TSI 160,225/45 R 17,091W,225/45 R 17,091W
IVECO,35S15V,2014 - ,2.3 FIA 150,235/65 R 16,115Q,235/65 R 16,115Q
IVECO,35S15V,2014 - ,2.3 FIA 150,225/65 R 16,112Q,225/65 R 16,112Q
SKODA,Octavia,2004 - 2013,2.0 FSI 150,205/55 R 16,091W,205/55 R 16,091W
SKODA,Octavia,2004 - 2013,2.0 FSI 150,195/65 R 15,091V,195/65 R 15,091V
TVR,Sagaris,2005 - 2007,4.0 L 406,255/35 R 18,094ZR(Y),255/35 R 18,094ZR(Y)
ASTON MARTIN,V12 Vantage S Roadster,2010 - 2018,5.9 V12 574,255/35 R 19,096ZR(Y),295/30 R 19,100ZR(Y)
ASTON MARTIN,V12 Vantage S Roadster,2010 - 2018,5.9 V12 574,235/40 R 19,096W,275/35 R 19,100W
IVECO,35S15V,2014 - ,3.0 D 146,225/65 R 16,112R,225/65 R 16,112R
IVECO,35S15V,2014 - ,3.0 D 146,235/65 R 16,115R,235/65 R 16,115R
ALPINA,B 3 Touring (E36),1993 - 1999,3.2 L 265,235/40 R 17,000ZR,235/40 R 17,000ZR
ALPINA,B 3 Touring (E36),1993 - 1999,3.2 L 265,215/45 R 17,087H,215/45 R 17,087H
ALPINA,B 3 Touring (E36),1993 - 1999,3.2 L 265,235/40 R 17,000ZR,265/35 R 17,000ZR
CHRYSLER,ES,1990 - 1995,2.5,195/60 R 15,088H,195/60 R 15,088H
BENTLEY,Continental GT Cabrio,2018 - ,6.0 W12 635,275/35 R 22,104ZR(Y),315/30 R 22,107ZR(Y)
BENTLEY,Continental GT Cabrio,2018 - ,6.0 W12 635,265/40 R 21,105ZR(Y),305/35 R 21,109Y
SKODA,Octavia,2013 - 2019,1.4 TSI 140,205/55 R 16,091V,205/55 R 16,091V
SKODA,Octavia,2013 - 2019,1.4 TSI 140,225/40 R 18,092Y,225/40 R 18,092Y
SKODA,Octavia,2013 - 2019,1.4 TSI 140,225/45 R 17,091V,225/45 R 17,091V
SKODA,Octavia,2013 - 2019,1.4 TSI 140,205/50 R 17,089H,205/50 R 17,089H
SKODA,Octavia,2013 - 2019,1.4 TSI 150,205/55 R 16,091V,205/55 R 16,091V
SKODA,Octavia,2013 - 2019,1.4 TSI 150,205/50 R 17,089V,205/50 R 17,089V
SKODA,Octavia,2013 - 2019,1.4 TSI 150,225/40 R 18,092Y,225/40 R 18,092Y
SKODA,Octavia,2013 - 2019,1.4 TSI 150,225/45 R 17,091W,225/45 R 17,091W
SKODA,Octavia,2013 - 2019,1.6 MPI 110,205/55 R 16,091V,205/55 R 16,091V
SKODA,Octavia,2013 - 2019,1.6 MPI 110,195/65 R 15,091V,195/65 R 15,091V
SKODA,Octavia,2013 - 2019,1.6 MPI 110,225/40 R 18,092Y,225/40 R 18,092Y
SKODA,Octavia,2013 - 2019,1.6 MPI 110,225/45 R 17,091V,225/45 R 17,091V
SKODA,Octavia,2013 - 2019,1.6 MPI 110,205/50 R 17,089H,205/50 R 17,089H
ALPINA,D 3 S (G20),2022 - ,3.0 Hybrid 355,255/35 R 19,096ZR(Y),265/35 R 19,098ZR(Y)
ALPINA,D 3 S (G20),2022 - ,3.0 Hybrid 355,255/35 R 19,096W,265/35 R 19,098W
ALPINA,D 3 S (G20),2022 - ,3.0 Hybrid 355,255/30 R 20,092ZR(Y),265/30 R 20,094ZR(Y)
CHRYSLER,Crossfire SRT6 Cabrio,2004 - 2009,3.2 V6 335,225/40 R 18,092W,255/35 R 19,092W
CHRYSLER,Crossfire SRT6 Cabrio,2004 - 2009,3.2 V6 335,225/40 R 18,092Y,255/35 R 19,096Y
SKODA,Octavia,2013 - 2019,1.6 TDI 116,205/50 R 17,089H,205/50 R 17,089H
SKODA,Octavia,2013 - 2019,1.6 TDI 116,195/65 R 15,091H,195/65 R 15,091H
SKODA,Octavia,2013 - 2019,1.6 TDI 116,205/55 R 16,091H,205/55 R 16,091H
SKODA,Octavia,2013 - 2019,1.6 TDI 116,225/40 R 18,092Y,225/40 R 18,092Y
TVR,Griffith 500,1996 - 2003,5.0 V8 340,205/55 R 16,000ZR,235/50 R 16,000ZR
TVR,Griffith 500,1996 - 2003,5.0 V8 340,215/50 R 15,000ZR,245/45 R 16,000ZR
